text,label,pre_text
[c]冥妄，[c]本座赐你草薙剑，[c]去杀了那个敢自称龙帝的蝼蚁。,"[1, 9, 7]",冥妄，本座赐你草薙剑，去杀了那个敢自称龙帝的蝼蚁。
[c]做人自觉点好吗，[c]别总是以为什么都是应该的！,"[4, 7]",做人自觉点好吗，别总是以为什么都是应该的！
[c]我说过，[c]不管付出任何代价，[c]也要确保[ch-0]太子的生命安全，[c]整件事情难道还不够清楚吗。,"[0, 14, 15, 4]",我说过，不管付出任何代价，也要确保ch-0太子的生命安全，整件事情难道还不够清楚吗。
[c][ch-1]，[c]不要执迷不悟，[c]老爷子养你的女儿，[c]是给[ch-0]面子！,"[1, 5, 0, 0]",ch-1，不要执迷不悟，老爷子养你的女儿，是给ch-0面子！
[c]就你那样，[c]给你妈妈留点面子吧，[c]太阳你先祖,"[0, 5, 1]",就你那样，给你妈妈留点面子吧，太阳你先祖
[c][ch-3]啊，[c]这次请你来确实是有点事，[c]就是你们集团今天刚刚招进来的[ch-1]，[c]那个上门女婿的弟弟，[c]我想弄他！,"[1, 0, 0, 0, 0]",ch-3啊，这次请你来确实是有点事，就是你们集团今天刚刚招进来的ch-1，那个上门女婿的弟弟，我想弄他！
[c]哦，[c]我明白了，[c]原来你就是个窝里横。,"[0, 11, 0]",哦，我明白了，原来你就是个窝里横。
[c]快点把人放下来。,[7],快点把人放下来。
[c]不用说了，[c][ch-1]！,"[13, 1]",不用说了，ch-1！
[c]和我没关系？,[3],和我没关系？
[c]此事你们可还有言语？,[3],此事你们可还有言语？
[c]下班已经步行快到家楼下，[c]突然收到这个消息，[c]lz现在想砍人,"[0, 0, 0]",下班已经步行快到家楼下，突然收到这个消息，lz现在想砍人
[c]这件事情由你们而起，[c]不给我一个合理的交代，[c][ch-2]啊，[c]我看你也不用干了！,"[0, 13, 1, 13]",这件事情由你们而起，不给我一个合理的交代，ch-2啊，我看你也不用干了！
[c]说，[c]他在哪！,"[0, 3]",说，他在哪！
[c]本公主什么时候连这点权力都没有了？,[4],本公主什么时候连这点权力都没有了？
[c]肤浅。,[0],肤浅。
[c]告诉她，[c]爸把她接回来，[c]都是为了她好，[c]至于其他人，[c]我管不着，[c]如果她自己要是想不通，[c]那就一辈子关在这里，[c]不吃饭，[c]就不准出去！,"[7, 0, 0, 14, 13, 14, 15, 13, 13]",告诉她，爸把她接回来，都是为了她好，至于其他人，我管不着，如果她自己要是想不通，那就一辈子关在这里，不吃饭，就不准出去！
[c]团座！,[1],团座！
[c]快放开她，[c]我可以饶你一命！,"[7, 0]",快放开她，我可以饶你一命！
[c]我待会倒是要看看，[c]你还怎么牛逼？,"[0, 4]",我待会倒是要看看，你还怎么牛逼？
[c]动手，[c]我要见血！,"[7, 7]",动手，我要见血！
[c]吞吞吐吐的，[c]有何说不出口的？,"[0, 4]",吞吞吐吐的，有何说不出口的？
[c]对，[c]这个[ch-2]是在撒谎，[c]他在为自己的罪行找借口，[c]我猜他大哥现在已经死在医院了，[c]他就是想栽赃嫁祸给[ch-0]！,"[12, 0, 0, 10, 2]",对，这个ch-2是在撒谎，他在为自己的罪行找借口，我猜他大哥现在已经死在医院了，他就是想栽赃嫁祸给ch-0！
[c]拜托看看现在多少度好嘛，[c]学校能不能用用脑子,"[4, 4]",拜托看看现在多少度好嘛，学校能不能用用脑子
[c]哼，[c]不保护就不保护，[c]想要保护我的人多着呢！,"[0, 13, 0]",哼，不保护就不保护，想要保护我的人多着呢！
[c]本座可不会让自己的儿子，[c]叫别人爹。,"[13, 0]",本座可不会让自己的儿子，叫别人爹。
[c]从小到大，[c]我为了坐上集团的董事长，[c]我拼命地学习，[c]按照您的要求去做，[c]不管是出国留学，[c]还是家主联姻，[c]我都照办了，[c]可你呢！,"[0, 0, 0, 0, 14, 0, 0, 2]",从小到大，我为了坐上集团的董事长，我拼命地学习，按照您的要求去做，不管是出国留学，还是家主联姻，我都照办了，可你呢！
[c]你叫[ch-0]是吧！,[3],你叫ch-0是吧！
[c]这个名字我记住了，[c]得饶人处且饶人，[c]放了他，[c]我欠你一个人情，[c]以后还你！,"[0, 0, 7, 0, 8]",这个名字我记住了，得饶人处且饶人，放了他，我欠你一个人情，以后还你！
[c]这是什么意思啊？,[3],这是什么意思啊？
[c]还是要我嫁给一个傻子呗？,[4],还是要我嫁给一个傻子呗？
[c]笨蛋，[c]我要是不这样说，[c]他心里能愧疚，[c]然后自己主动去吗？,"[1, 14, 15, 3]",笨蛋，我要是不这样说，他心里能愧疚，然后自己主动去吗？
[c]等会我不仅要动你们手指头，[c]还要把刚才那一巴掌成百上千地还给你们。,"[14, 15]",等会我不仅要动你们手指头，还要把刚才那一巴掌成百上千地还给你们。
[c][ch-0]，[c]立即向[ch-2]董事长道歉。,"[1, 7]",ch-0，立即向ch-2董事长道歉。
[c]让开。,[7],让开。
[c]你还替他们说话？,[4],你还替他们说话？
[c]既然这样，[c]那就别怪爷爷不客气了。,"[14, 15]",既然这样，那就别怪爷爷不客气了。
[c]咳，[c]额额。,"[2, 2]",咳，额额。
[c]小矮子啊，[c]爷爷来教你做人。,"[1, 9]",小矮子啊，爷爷来教你做人。
[c]咱们少爷没了前途，[c]那两个王八蛋也要付出惨痛的代价！,"[0, 0]",咱们少爷没了前途，那两个王八蛋也要付出惨痛的代价！
[c]还不快走？,[4],还不快走？
[c]怎么就和我没关系了，[c]啊，[c]这条街上的人万一哪个买你的药出了事，[c]我们这些摆地摊的还不得被你连累到啊？,"[4, 2, 0, 4]",怎么就和我没关系了，啊，这条街上的人万一哪个买你的药出了事，我们这些摆地摊的还不得被你连累到啊？
[c]三分钟内，[c]我要这份文件公布出来，[c]要是做不到，[c]你就等着被撤资吧！,"[0, 0, 14, 15]",三分钟内，我要这份文件公布出来，要是做不到，你就等着被撤资吧！
[c]想清楚，[c]你自己在为谁做事？,"[5, 3]",想清楚，你自己在为谁做事？
[c]所以，[c]请你们把[ch-0]还给我！,"[14, 6]",所以，请你们把ch-0还给我！
[c]要不是你取代了我的直播间，[c]踩着我上位，[c]你能有今天？,"[14, 0, 4]",要不是你取代了我的直播间，踩着我上位，你能有今天？
[c][ch-2]啊，[c]今天晚上我把[ch-0]交给你了啊，[c]你要是不让她玩的痛痛快快的，[c]小心我揍你啊，[c]记住，[c]十点之前，[c]必须回来！,"[1, 9, 14, 7, 7, 0, 2]",ch-2啊，今天晚上我把ch-0交给你了啊，你要是不让她玩的痛痛快快的，小心我揍你啊，记住，十点之前，必须回来！
[c][ch-3]，[c]是不是你跟[ch-1]太太说了什么？,"[1, 3]",ch-3，是不是你跟ch-1太太说了什么？
[c]在背后乱嚼舌根你不觉得太没意思吗？,[4],在背后乱嚼舌根你不觉得太没意思吗？
[c]绝对不允许给我出现任何问题，[c]否则，[c]家法伺候。,"[13, 14, 15]",绝对不允许给我出现任何问题，否则，家法伺候。
[c]姓[ch-0]的，[c]那天让你侥幸跑了，[c]今日我新账旧账一起算。,"[1, 0, 0]",姓ch-0的，那天让你侥幸跑了，今日我新账旧账一起算。
[c]你去跟他说，[c]劳资现在没空,"[7, 13]",你去跟他说，劳资现在没空
[c]大姐，[c]又怎么了？,"[1, 3]",大姐，又怎么了？
[c]我这短裤七十买的，[c]刚穿两天就坏了，[c]你还想干什么？,"[0, 0, 3]",我这短裤七十买的，刚穿两天就坏了，你还想干什么？
[c]传令，[c]所有人即刻出发，[c]十分钟内，[c]我要包围整个局子，[c]同时以我的名义向外界发布一条消息，[c]我[ch-0]家，[c]即刻解除与[ch-1]家的联姻。,"[7, 7, 0, 9, 0, 0, 0]",传令，所有人即刻出发，十分钟内，我要包围整个局子，同时以我的名义向外界发布一条消息，我ch-0家，即刻解除与ch-1家的联姻。
[c][ch-1]，[c]我[ch-0]不需要你可怜，[c]没了你，[c]我也能一个人活得很好，[c]要我走你说一声，[c]我自己走！,"[1, 13, 0, 15, 5, 9]",ch-1，我ch-0不需要你可怜，没了你，我也能一个人活得很好，要我走你说一声，我自己走！
[c]我和二弟，[c]绝不可能和你们这些穷凶极恶的魂兽同流合污。,"[0, 13]",我和二弟，绝不可能和你们这些穷凶极恶的魂兽同流合污。
[c]你们百骑司给朕省省心，[c]以后多把目光盯在关外和西域辽东，[c]不要什么狗屁倒灶的事情都盯着，[c]两个小娃娃的嬉闹你们也上报,"[5, 7, 13, 0]",你们百骑司给朕省省心，以后多把目光盯在关外和西域辽东，不要什么狗屁倒灶的事情都盯着，两个小娃娃的嬉闹你们也上报
[c]我说了，[c]这酒我只是帮一个服务员送过来，[c]不是我调的！,"[0, 0, 13]",我说了，这酒我只是帮一个服务员送过来，不是我调的！
[c]你先说！,[7],你先说！
[c]往哪撤呀？,[3],往哪撤呀？
[c]我怎么不知道？,[4],我怎么不知道？
[c]可我没想到，[c]你是这种人，[c]虽然[ch-0]和我认识没多久，[c]也没见过很多面，[c]但是我承认，[c]她是我这辈子遇见过的，[c]最喜欢的女孩儿！,"[13, 0, 14, 13, 15, 14, 2]",可我没想到，你是这种人，虽然ch-0和我认识没多久，也没见过很多面，但是我承认，她是我这辈子遇见过的，最喜欢的女孩儿！
[c]我知道你们都是好意，[c]可是离婚这件事，[c]我是认真的。,"[0, 14, 0]",我知道你们都是好意，可是离婚这件事，我是认真的。
[c]我和[ch-1]，[c]也必须结束这段婚姻！,"[0, 0]",我和ch-1，也必须结束这段婚姻！
[c]以后，[c]我永远都不会再碍你们的眼。,"[0, 13]",以后，我永远都不会再碍你们的眼。
[c]你要再大点声，[c]真该把爷爷他们都招来了。,"[14, 15]",你要再大点声，真该把爷爷他们都招来了。
[c]去，[c]抽三十下回来！,"[7, 7]",去，抽三十下回来！
[c]去，[c]传令其他人，[c]让他们坚守好自己岗位，[c]这个[ch-0]是块硬骨头，[c]看见他直接开枪，[c]不要犹豫！,"[7, 7, 7, 0, 7, 13]",去，传令其他人，让他们坚守好自己岗位，这个ch-0是块硬骨头，看见他直接开枪，不要犹豫！
[c]什么时候能让人好好吃顿饭广播体操一边去,[4],什么时候能让人好好吃顿饭广播体操一边去
[c]喂，[c]我我是江城市第一银行分行行长[ch-1]，[c]我要报警，[c]嫌疑犯[ch-2]刚刚在酒店打残[ch-0]少爷，[c]现在驱车逃离现场，[c]快快把他抓回来不能让他跑了。,"[1, 0, 0, 0, 0, 7]",喂，我我是江城市第一银行分行行长ch-1，我要报警，嫌疑犯ch-2刚刚在酒店打残ch-0少爷，现在驱车逃离现场，快快把他抓回来不能让他跑了。
[c]我本来要还手的，[c]但想到他是[ch-0]介绍来的，[c]打他，[c]不等于打[ch-0]吗？,"[0, 14, 0, 4]",我本来要还手的，但想到他是ch-0介绍来的，打他，不等于打ch-0吗？
[c]你就进来看一眼啊？,[4],你就进来看一眼啊？
[c]到底怎么回事，[c]也不说个清楚？,"[3, 4]",到底怎么回事，也不说个清楚？
[c]那就快点抓紧时间把电修复好了。,[7],那就快点抓紧时间把电修复好了。
[c]祖父，[c]水榭是母亲旧居，[c]祖母不许寻常人进入。,"[1, 0, 13]",祖父，水榭是母亲旧居，祖母不许寻常人进入。
[c]你家穷揭不开锅了吧，[c]想上我家蹭饭，[c]你交伙食费了吗？,"[4, 0, 3]",你家穷揭不开锅了吧，想上我家蹭饭，你交伙食费了吗？
[c][ch-0]，[c]看来咱们的董事长还没听清楚，[c]你给她说说。,"[1, 10, 5]",ch-0，看来咱们的董事长还没听清楚，你给她说说。
[c]别狡辩，[c]还有没有别的了！,"[7, 4]",别狡辩，还有没有别的了！
[c]我派去抓[ch-1]的人因为你的人错过了大好时机，[c]还害得我的老巢被人一锅端了，[c]你说我不来找你，[c]我找谁去啊？,"[15, 15, 13, 3]",我派去抓ch-1的人因为你的人错过了大好时机，还害得我的老巢被人一锅端了，你说我不来找你，我找谁去啊？
[c]未免也太不把我放在眼里了吧！,[10],未免也太不把我放在眼里了吧！
[c]给我让开，[c]我要去参加一个重要的宴会，[c]别耽误我时间。,"[7, 9, 7]",给我让开，我要去参加一个重要的宴会，别耽误我时间。
[c]通知你一下，[c]三天之后我会派人来江城接你们两个回来，[c]你把她给我看好了啊，[c]要是再让她跑了，[c]我唯你是问！,"[0, 8, 7, 14, 15]",通知你一下，三天之后我会派人来江城接你们两个回来，你把她给我看好了啊，要是再让她跑了，我唯你是问！
[c]你觉得若若还能在这个家呆下去吗？,[4],你觉得若若还能在这个家呆下去吗？
[c][ch-1]道友，[c]你好样的，[c]竟串通[ch-2]，[c]让其在我等眼皮子底下进入了荒神墓！,"[1, 2, 0, 2]",ch-1道友，你好样的，竟串通ch-2，让其在我等眼皮子底下进入了荒神墓！
[c]不是的。,[13],不是的。
[c]我倒想看看，[c]是哪个家伙胃口这么大，[c]敢对我[ch-0]家打歪主意。,"[0, 4, 2]",我倒想看看，是哪个家伙胃口这么大，敢对我ch-0家打歪主意。
[c]别动！,[7],别动！
[c]学校的监控属于机密，[c]是你想看就能看的吗？,"[0, 4]",学校的监控属于机密，是你想看就能看的吗？
[c]你不去房里安慰[ch-0]，[c]跑到书房里发呆？,"[13, 3]",你不去房里安慰ch-0，跑到书房里发呆？
[c]无所谓了，[c]可你猜怎么着，[c]这家伙不仅不听我的话，[c]还趁我不注意，[c]给了我一拳！,"[13, 4, 13, 15, 0]",无所谓了，可你猜怎么着，这家伙不仅不听我的话，还趁我不注意，给了我一拳！
[c][ch-3]，[c]这孙子太嚣张了，[c]我想上去弄他去！,"[1, 2, 2]",ch-3，这孙子太嚣张了，我想上去弄他去！
[c]我知道了，[c]以我的名义向外界宣布，[c]这次联姻的取消，[c]是我[ch-1]家看不上[ch-0]家千金！,"[0, 7, 0, 13]",我知道了，以我的名义向外界宣布，这次联姻的取消，是我ch-1家看不上ch-0家千金！
[c]我没错。,[13],我没错。
[c]就一句话，[c]昨天晚上[ch-1]行长的儿子被人打断双腿，[c]而罪魁祸首不是别人，[c]正是[ch-3]这个废物的弟弟[ch-0]，[c][ch-1]行长一气之下，[c]就迁怒我们[ch-4]家，[c]给我们下达了贷款还期命令。,"[0, 0, 14, 15, 0, 15, 0]",就一句话，昨天晚上ch-1行长的儿子被人打断双腿，而罪魁祸首不是别人，正是ch-3这个废物的弟弟ch-0，ch-1行长一气之下，就迁怒我们ch-4家，给我们下达了贷款还期命令。
